ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
271.611889,62.176751,-4.06,0.058,-0.058,0.0,4.82,0.052,-0.052,0.0,6.4827647,6.7e-06,-6.7e-06,0,2.2930359,0.098254,-0.098254,0,4140.8329483,100.21352,-100.21352,0,11.487382,0.8030515,-0.8030515,0,941.0164562,1412.5995193,12.8182,0.007,-0.007,0,1119.32,31.54,-31.54,0,6748.0,125.2,-125.2,0,4.12,0.09,-0.09,0,1.73025,0.0862312,-0.0862312,0
47.031443,-70.110459,-35.426,0.047,-0.047,0.0,-9.169,0.042,-0.042,0.0,12.4751631,6.58e-05,-6.58e-05,0,3.937,1.231,-1.231,0,236.0,17.64,-17.64,0,1.56473,0.108079,-0.108079,0,172.89,1010.0,9.1848,0.006,-0.006,0,113.881,0.2875,-0.2875,0,6055.0,130.9,-130.9,0,4.41,0.08,-0.08,0,1.09,0.05,-0.05,0
359.900874,-35.031335,109.747,0.06,-0.06,0.0,7.614,0.06,-0.06,0.0,8.1587261,1.2e-06,-1.2e-06,0,4.288,0.172,-0.172,0,15337.0,160.266,-160.266,0,12.7393,0.745852,-0.745852,0,209.118,1059.0,9.1468,0.006,-0.006,0,89.9606,0.3633,-0.3633,0,5600.0,129.4,-129.4,0,4.50501,0.08456055000000001,-0.08456055000000001,0,1.0,0.06,-0.06,0
102.221691,-73.299335,-148.717,0.041,-0.041,0.0,129.589,0.049,-0.049,0.0,0.7757012,7e-06,-7e-06,0,1.2815624,0.0582421,-0.0582421,0,38.7087646,3.41657,-3.41657,0,0.8620247,0.4990821,-0.4990821,0,8186.2919627,2426.0042479,7.5412,0.006,-0.006,0,71.3672,0.12065,-0.12065,0,6283.39,44.3964,-44.3964,0,4.438,0.08456055000000001,-0.08456055000000001,0,1.3560899,0.0518292,-0.0518292,0
1.595472,56.192444,2.398,1.677,-1.677,0.0,-5.272,1.677,-1.677,0.0,6.4219775,8.1e-06,-8.1e-06,0,4.211,0.276,-0.276,0,22004.0,2780.97,-2780.97,0,10.544,0.7174066,-0.7174066,0,803.471,1483.0,12.1602,0.006,-0.006,0,741.884,4.30475,-4.30475,0,6197.0,487.1,-487.1,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.23434,0.06,-0.06,0
146.497112,-46.267641,-42.412,0.05,-0.05,0.0,8.691,0.05,-0.05,0.0,5.3928876,4.02e-05,-4.02e-05,0,3.8463963,0.0594015,-0.0594015,0,7447.1137923,98.452286,-98.452286,0,12.0135136,0.5904292,-0.5904292,0,511.6375558,1212.9987503,10.8467,0.006,-0.006,0,273.225,2.3585,-2.3585,0,5970.0,133.3,-133.3,0,4.24,0.08,-0.08,0,1.3179801,0.0624095,-0.0624095,0
184.210967,75.140236,56.817,0.039,-0.039,0.0,48.84,0.033,-0.033,0.0,8.6239097,6.34e-05,-6.34e-05,0,2.6192964,0.279895,-0.279895,0,675.1210806,155.74353,-155.74353,0,2.9176946,0.5352698,-0.5352698,0,119.024779,842.4208274,10.7757,0.006,-0.006,0,182.249,0.747,-0.747,0,5917.0,123.979,-123.979,0,4.58257,0.0759372,-0.0759372,0,0.878735,0.0406809,-0.0406809,0
302.324919,39.120541,5.119,2.106,-2.106,0.0,3.157,2.108,-2.108,0.0,2.4563456,0.0001116,-0.0001116,0,2.4372041,0.1269946,-0.1269946,0,9097.6513647,361.86145,-361.86145,0,10.544,0.7174066,-0.7174066,0,786.9915489,1350.8659866,12.5112,0.006,-0.006,0,365.00800000000004,4.30475,-4.30475,0,4908.5,42.5,-42.5,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.23434,0.06,-0.06,0
72.630009,43.065498,1.667,0.056,-0.056,0.0,-1.902,0.044,-0.044,0.0,4.6017382,9.6e-06,-9.6e-06,0,2.615,0.206,-0.206,0,17212.0,742.933,-742.933,0,17.8729,0.996136,-0.996136,0,290.348,1150.0,12.9994,0.009,-0.009,0,753.271,17.197,-17.197,0,6233.0,135.7,-135.7,0,4.25,0.09,-0.09,0,1.37,0.07,-0.07,0
316.446344,46.845151,19.689,0.046,-0.046,0.0,2.774,0.047,-0.047,0.0,1.41072,0.00028,-0.00028,0,2.623,0.4,-0.4,0,500.0,1.05689,-1.05689,0,8.4993,0.7174066,-0.7174066,0,2001.09,1863.0,9.32845,0.006,-0.006,0,305.674,2.7495,-2.7495,0,5197.0,122.0,-122.0,0,4.33,0.08456055000000001,-0.08456055000000001,0,3.84,0.06,-0.06,0
42.984978,-30.814061,123.229,0.07,-0.07,0.0,105.788,0.151,-0.151,0.0,11.2304605,4.55e-05,-4.55e-05,0,3.6009978,0.2030101,-0.2030101,0,208.629137,15.516351,-15.516351,0,2.0754665,0.2093126,-0.2093126,0,210.3340005,971.2859803,5.9053,0.006,-0.006,0,31.964,0.0721,-0.0721,0,6308.31,52.7451,-52.7451,0,4.438,0.08456055000000001,-0.08456055000000001,0,1.2845,0.0539246,-0.0539246,0
275.226841,16.452703,-0.658,0.102,-0.102,0.0,4.336,0.11,-0.11,0.0,10.4834062,6.56e-05,-6.56e-05,0,3.2981777,0.1975214,-0.1975214,0,1767.8841835,146.01807,-146.01807,0,3.5119412,0.3759256,-0.3759256,0,20.3357654,541.6077626,10.1658,0.006,-0.006,0,54.9588,0.1899,-0.1899,0,4271.0,127.626,-127.626,0,4.60188,0.110252,-0.110252,0,0.677846,0.0625503,-0.0625503,0
226.735266,57.495691,-31.441,0.059,-0.059,0.0,39.082,0.068,-0.068,0.0,0.3576555,4.8e-05,-4.8e-05,0,0.483495,0.0701643,-0.0701643,0,996.7081729,483.12784,-483.12784,0,3.4133323,2.2498431,-2.2498431,0,5017.7308025,2146.5775801,10.7641,0.006,-0.006,0,120.483,0.533,-0.533,0,4717.0,107.8,-107.8,0,4.23,0.09,-0.09,0,1.05486,0.0768844,-0.0768844,0
179.211893,58.405356,-24.188,0.026,-0.026,0.0,-10.536,0.025,-0.025,0.0,1.1110609,3.2e-06,-3.2e-06,0,1.155,0.169,-0.169,0,4060.0,1888.44,-1888.44,0,12.9236,0.7174066,-0.7174066,0,2976.45,2057.0,13.286,0.007,-0.007,0,582.471,5.954,-5.954,0,5500.1,172.7,-172.7,0,4.4,0.08456055000000001,-0.08456055000000001,0,1.02,0.06,-0.06,0
219.042483,-34.496057,-13.287,0.096,-0.096,0.0,-15.4,0.078,-0.078,0.0,4.9486116,0.000596,-0.000596,0,1.3297363,0.1331237,-0.1331237,0,6987.092161,749.0587,-749.0587,0,10.6945832,9.698448,-9.698448,0,219.1762514,981.3368862,11.7803,0.006,-0.006,0,260.813,3.8105,-3.8105,0,5524.0,133.48,-133.48,0,4.5045,0.0802208,-0.0802208,0,0.912363,0.0493869,-0.0493869,0
227.215497,2.343286,-16.713,0.062,-0.062,0.0,-8.702,0.065,-0.065,0.0,2.3409909,0.0003188,-0.0003188,0,2.5,0.115,-0.115,0,12040.0,3.55512,-3.55512,0,15.4992,0.732946,-0.732946,0,934.465,1540.0,11.0062,0.007,-0.007,0,322.114,4.438,-4.438,0,6090.0,106.7,-106.7,0,4.23,0.08,-0.08,0,1.35,0.06,-0.06,0
51.570524,23.000347,-4.182,0.045,-0.045,0.0,-19.589,0.033,-0.033,0.0,15.5106583,0.000101,-0.000101,0,4.356,0.441,-0.441,0,5014.0,245.922,-245.922,0,6.93651,0.456927,-0.456927,0,48.5457,735.0,12.6092,0.009,-0.009,0,384.084,3.5835,-3.5835,0,5472.0,137.4,-137.4,0,4.37,0.09,-0.09,0,1.06,0.06,-0.06,0
310.766666,45.837007,2.907,0.082,-0.082,0.0,-2.221,0.077,-0.077,0.0,1.5852089,5.1e-06,-5.1e-06,0,1.137,0.461,-0.461,0,450.0,47.4998,-47.4998,0,5.77903,0.7174066,-0.7174066,0,14006.0,1183.01373235,9.3672,0.03,-0.03,0,599.169,16.7905,-16.7905,0,11678.0,129.4,-129.4,0,4.05,0.08456055000000001,-0.08456055000000001,0,2.74,0.06,-0.06,0
148.56571,-25.093582,-6.626,0.055,-0.055,0.0,2.254,0.062,-0.062,0.0,2.8123314,0.000685,-0.000685,0,4.7153653,0.1798646,-0.1798646,0,7201.8344297,335.42914,-335.42914,0,16.8822046,1.0622879,-1.0622879,0,3098.3194662,1902.8357335,12.7797,0.007,-0.007,0,1126.25,36.25,-36.25,0,6614.0,129.2,-129.2,0,4.05,0.09,-0.09,0,1.84646,0.100824,-0.100824,0
355.433763,63.018844,14.989,0.053,-0.053,0.0,2.322,0.049,-0.049,0.0,8.503614,1.67e-05,-1.67e-05,0,1.203,0.227,-0.227,0,1590.0,119.976,-119.976,0,10.2441,0.560612,-0.560612,0,33.4398,669.0,10.244,0.006,-0.006,0,425.467,5.5605,-5.5605,0,6255.0,144.3,-144.3,0,3.88,0.09,-0.09,0,2.31,0.09,-0.09,0
170.454473,33.991382,-19.997,0.075,-0.075,0.0,-3.795,0.073,-0.073,0.0,4.1225477,0.0006274,-0.0006274,0,2.206,0.475,-0.475,0,5760.0,11.3078,-11.3078,0,12.0574,0.97052,-0.97052,0,257.46,1115.0,11.9123,0.007,-0.007,0,493.77,13.0,-13.0,0,5662.2,141.6,-141.6,0,4.06,0.09,-0.09,0,1.55,0.1,-0.1,0
21.648785,-63.96451,12.259,0.037,-0.037,0.0,1.48,0.024,-0.024,0.0,9.6804752,1.09e-05,-1.09e-05,0,3.922,0.155,-0.155,0,10071.0,257.451,-257.451,0,11.5702,0.603025,-0.603025,0,100.27,881.0,12.6565,0.006,-0.006,0,520.499,4.4735,-4.4735,0,5622.0,129.9,-129.9,0,4.31,0.08,-0.08,0,1.16,0.06,-0.06,0
58.422001,-68.738628,139.087,0.075,-0.075,0.0,190.94,0.101,-0.101,0.0,8.3522143,1.45e-05,-1.45e-05,0,1.6637119,0.3690415,-0.3690415,0,3924.642229,296.2833,-296.2833,0,1.8017268,0.612744,-0.612744,0,3.0609406,337.3521453,13.3292,0.008,-0.008,0,52.3428,0.13665,-0.13665,0,3146.0,129.4,-129.4,0,4.438,0.08456055000000001,-0.08456055000000001,0,0.284538,0.0085297,-0.0085297,0
74.130396,-74.920333,9.26,2.134,-2.134,0.0,26.132,2.73,-2.73,0.0,31.8132264,4.04e-05,-4.04e-05,0,11.2567164,0.0427885,-0.0427885,0,11479.375547,55.79626,-55.79626,0,21.6314984,0.0903721,-0.0903721,0,48.4375724,672.8454841,10.779,0.006,-0.006,0,254.584,4.30475,-4.30475,0,6028.84,44.1073,-44.1073,0,3.96199,0.118683,-0.118683,0,1.98893,0.06,-0.06,0
87.32422,28.369198,23.608,0.087,-0.087,0.0,-21.615,0.062,-0.062,0.0,8.2864221,5.91e-05,-5.91e-05,0,5.859,0.698,-0.698,0,3916.0,154.747,-154.747,0,9.77567,0.7174066,-0.7174066,0,368.205,1220.0,12.1756,0.006,-0.006,0,549.607,13.3485,-13.3485,0,5643.0,122.0,-122.0,0,3.95,0.08456055000000001,-0.08456055000000001,0,1.76,0.06,-0.06,0
271.923408,-42.543178,-4.562,0.061,-0.061,0.0,-15.268,0.054,-0.054,0.0,1.4893582,4.7e-06,-4.7e-06,0,1.286,0.318,-0.318,0,8600.0,599.159,-599.159,0,12.5424,3.03828,-3.03828,0,1946.1,1850.0,12.5052,0.006,-0.006,0,533.245,9.3415,-9.3415,0,6208.0,126.3,-126.3,0,4.42,0.08,-0.08,0,1.11,0.05,-0.05,0
188.770456,-73.129664,-20.449,0.028,-0.028,0.0,2.306,0.028,-0.028,0.0,2.8372178,2.1e-05,-2.1e-05,0,4.822,1.083,-1.083,0,4060.0,65.1451,-65.1451,0,14.7827,0.7174066,-0.7174066,0,4549.21,2287.0,13.1151,0.006,-0.006,0,1024.38,17.56,-17.56,0,5604.0,122.0,-122.0,0,3.73,0.08456055000000001,-0.08456055000000001,0,2.24,0.06,-0.06,0
148.804843,-57.332467,-10.074,3.588,-3.588,0.0,-10.33,3.588,-3.588,0.0,3.5611222,4.79e-05,-4.79e-05,0,2.736,0.581,-0.581,0,5240.0,23.0888,-23.0888,0,12.6024,1.19618,-1.19618,0,340.982,1197.0,13.4175,0.006,-0.006,0,1092.05,4.30475,-4.30475,0,5260.0,156.1,-156.1,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.76,0.1,-0.1,0
353.477124,-47.499264,-1.541,0.038,-0.038,0.0,-0.599,0.044,-0.044,0.0,3.1998039,6.9e-06,-6.9e-06,0,1.816,0.203,-0.203,0,3672.0,252.06,-252.06,0,6.9761,0.7174066,-0.7174066,0,192.578,1037.0,13.2874,0.006,-0.006,0,652.946,19.1955,-19.1955,0,5430.0,122.0,-122.0,0,4.3,0.08456055000000001,-0.08456055000000001,0,1.15,0.06,-0.06,0
269.648642,-46.065523,2.307,0.079,-0.079,0.0,-2.24,0.069,-0.069,0.0,4.07611,0.002,-0.002,0,2.062,0.503,-0.503,0,1454.18,5.36746,-5.36746,0,10.544,0.7174066,-0.7174066,0,363.901,1183.01373235,11.0605,0.006,-0.006,0,338.644,7.02,-7.02,0,5800.55,129.4,-129.4,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.23434,0.06,-0.06,0
279.358129,18.729952,-5.208,0.069,-0.069,0.0,50.723,0.073,-0.073,0.0,2.88069,3.14e-05,-3.14e-05,0,1.784,0.066,-0.066,0,10380.0,432.648,-432.648,0,22.4297,2.75197,-2.75197,0,678.487,1421.0,10.4673,0.006,-0.006,0,173.117,1.294,-1.294,0,5541.0,139.8,-139.8,0,4.36,0.08,-0.08,0,1.09,0.06,-0.06,0
198.132842,-45.590574,-13.42,0.054,-0.054,0.0,-1.788,0.052,-0.052,0.0,3.7993182,1.6e-05,-1.6e-05,0,2.302,0.188,-0.188,0,7590.0,7.13973,-7.13973,0,8.54839,0.7174066,-0.7174066,0,225.371,1079.0,13.0546,0.006,-0.006,0,488.176,10.773,-10.773,0,5318.0,184.0,-184.0,0,4.43686,2.00392,-2.00392,0,0.97,0.06,-0.06,0
276.368325,-52.214573,-270.293,0.107,-0.107,0.0,-69.552,0.109,-0.109,0.0,3.9652485,1.22e-05,-1.22e-05,0,1.0112593,0.5740471,-0.5740471,0,3680.7544436,458.06815,-458.06815,0,1.2305102,1.0583848,-1.0583848,0,5.2829448,386.6684768,12.7067,0.007,-0.007,0,25.559,0.0541,-0.0541,0,3296.0,64.0,-64.0,0,4.96636,0.407584,-0.407584,0,0.199988,0.0059812,-0.0059812,0
356.180508,56.843339,0.258,0.03,-0.03,0.0,-2.585,0.026,-0.026,0.0,2.6414334,2.5e-06,-2.5e-06,0,2.508,0.107,-0.107,0,19204.0,466.224,-466.224,0,13.6255,0.7174066,-0.7174066,0,580.045,1367.0,13.3745,0.028,-0.028,0,610.592,8.4635,-8.4635,0,5753.0,122.0,-122.0,0,4.4,0.08456055000000001,-0.08456055000000001,0,1.06,0.06,-0.06,0
20.494025,-44.416747,-4.318,0.027,-0.027,0.0,-1.929,0.029,-0.029,0.0,2.24172,0.00091,-0.00091,0,3.989,0.304,-0.304,0,23700.0,28.7603,-28.7603,0,28.4732,1.79744,-1.79744,0,2815.2,2029.0,12.5145,0.006,-0.006,0,964.641,21.025,-21.025,0,6292.0,132.5,-132.5,0,3.98,0.09,-0.09,0,1.88,0.09,-0.09,0
157.270287,-20.929269,-19.142,0.062,-0.062,0.0,17.541,0.05,-0.05,0.0,0.426988,3e-07,-3e-07,0,0.406,0.048,-0.048,0,7230.0,19.3335,-19.3335,0,11.5872,0.7174066,-0.7174066,0,490.784,1311.0,13.1221,0.007,-0.007,0,481.558,7.971,-7.971,0,5333.5,100.6,-100.6,0,4.43,0.08456055000000001,-0.08456055000000001,0,0.96,0.06,-0.06,0
354.138342,60.526208,-2.69,0.033,-0.033,0.0,-11.485,0.032,-0.032,0.0,6.2329571,4.43e-05,-4.43e-05,0,3.043,1.003,-1.003,0,2367.0,4718.45,-4718.45,0,14.2956,4.83828,-4.83828,0,1245.8,1655.0,12.2996,0.037,-0.037,0,488.547,4.733,-4.733,0,6016.0,275.6,-275.6,0,4.1,0.09,-0.09,0,1.55,0.07,-0.07,0
140.056794,-53.119685,2.654,0.063,-0.063,0.0,-0.909,0.062,-0.062,0.0,0.963081,0.000194,-0.000194,0,2.378514,0.265809,-0.265809,0,244.261214,18.360544,-18.360544,0,2.727644,0.596427,-0.596427,0,23744.773941,3166.006188,8.6333,0.006,-0.006,0,227.265,1.844,-1.844,0,8688.0,230.0,-230.0,0,4.32187,0.344824,-0.344824,0,1.68698,0.245108,-0.245108,0
2.214012,33.878756,67.251,0.054,-0.054,0.0,-40.142,0.025,-0.025,0.0,3.8388774,2.56e-05,-2.56e-05,0,2.391,0.624,-0.624,0,350.0,37.7777,-37.7777,0,1.94873,0.152719,-0.152719,0,370.484,1222.0,9.1993,0.006,-0.006,0,97.8683,0.3994,-0.3994,0,5745.0,124.8,-124.8,0,4.44,0.08,-0.08,0,1.01,0.05,-0.05,0
22.550024,-59.583246,-116.97,2.0,-2.0,0.0,-16.69,2.0,-2.0,0.0,0.3352715,8e-07,-8e-07,0,0.7189856,0.0068189,-0.0068189,0,19687.8213975,187.4783,-187.4783,0,4.4688,0.776006,-0.776006,0,11198.5149308,2623.6739175,12.5595,0.008,-0.008,0,365.00800000000004,4.30475,-4.30475,0,3332.0,63.0,-63.0,0,4.94964,0.399131,-0.399131,0,0.3,0.05,-0.05,0
343.854335,70.29729,38.327,0.049,-0.049,0.0,1.357,0.044,-0.044,0.0,155.8237,0.0019447,-0.0019447,0,10.641846,0.1249674,-0.1249674,0,1164.4006092,77.46202,-77.46202,0,5.5521957,0.3103744,-0.3103744,0,156.5032302,902.0914695,7.1776,0.006,-0.006,0,86.1058,0.19105,-0.19105,0,7184.0,121.9,-121.9,0,4.25,0.08,-0.08,0,1.58046,0.0573015,-0.0573015,0
326.582729,-61.107837,-15.142,0.022,-0.022,0.0,1.727,0.03,-0.03,0.0,5.179282,1.15e-05,-1.15e-05,0,2.6320655,0.2428451,-0.2428451,0,5746.9651279,272.8583,-272.8583,0,9.3730831,1.0476848,-1.0476848,0,430.1391198,1161.5074108,13.2598,0.006,-0.006,0,762.655,11.004,-11.004,0,5784.0,5730.4,-5730.4,0,4.3,0.08456055000000001,-0.08456055000000001,0,1.21172,0.06,-0.06,0
280.461822,26.937022,0.082,0.021,-0.021,0.0,0.65,0.027,-0.027,0.0,4.9792822,5.42e-05,-5.42e-05,0,4.331,0.546,-0.546,0,4376.0,267.742,-267.742,0,12.0483,0.807315,-0.807315,0,1039.87,1582.0,12.866,0.007,-0.007,0,1260.84,27.6,-27.6,0,6677.0,128.5,-128.5,0,3.95,0.09,-0.09,0,2.07,0.1,-0.1,0
133.977629,30.990348,-6.315,0.044,-0.044,0.0,-14.161,0.034,-0.034,0.0,3.6566206,0.0002678,-0.0002678,0,2.557,0.114,-0.114,0,21730.0,8.37261,-8.37261,0,13.587,0.997221,-0.997221,0,113.212,908.0,12.6496,0.006,-0.006,0,253.701,1.95,-1.95,0,4489.2,107.4,-107.4,0,4.37,0.09,-0.09,0,0.91,0.06,-0.06,0
332.049344,46.894849,-2.629,0.031,-0.031,0.0,-0.386,0.035,-0.035,0.0,10.3299557,0.0001189,-0.0001189,0,3.666,0.991,-0.991,0,7172.0,784.449,-784.449,0,16.2977,0.7174066,-0.7174066,0,170.744,1007.0,13.1008,0.009,-0.009,0,1305.91,34.54,-34.54,0,6486.0,122.0,-122.0,0,3.97,0.08456055000000001,-0.08456055000000001,0,1.97,0.06,-0.06,0
225.760711,-37.303281,-0.761,0.078,-0.078,0.0,-2.454,0.061,-0.061,0.0,2.1271199,3e-06,-3e-06,0,2.386,0.062,-0.062,0,14960.0,3.31509,-3.31509,0,13.6834,0.793992,-0.793992,0,789.061,1476.0,12.6029,0.006,-0.006,0,476.319,14.281,-14.281,0,5483.2,74.2,-74.2,0,4.36,0.08456055000000001,-0.08456055000000001,0,1.08,0.06,-0.06,0
118.881765,54.596601,-20.703,0.061,-0.061,0.0,-8.957,0.054,-0.054,0.0,5.80322,0.00192,-0.00192,0,1.569,0.23,-0.23,0,1710.0,4.65989,-4.65989,0,6.3744,0.474266,-0.474266,0,61.8583,781.0,10.379,0.006,-0.006,0,251.27,2.552,-2.552,0,5846.0,128.1,-128.1,0,4.11,0.07,-0.07,0,1.5,0.07,-0.07,0
228.035132,-53.313368,-1.571,0.051,-0.051,0.0,-3.469,0.049,-0.049,0.0,3.6387748,6.3e-06,-6.3e-06,0,3.131,0.269,-0.269,0,4610.0,0.390182,-0.390182,0,10.544,0.7174066,-0.7174066,0,363.901,1183.01373235,10.376,0.018,-0.018,0,365.00800000000004,4.30475,-4.30475,0,5095.6,1241.5,-1241.5,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.23434,0.06,-0.06,0
184.175471,57.642701,-10.188,0.05,-0.05,0.0,-3.401,0.049,-0.049,0.0,0.5736183,1.7e-06,-1.7e-06,0,0.793,0.172,-0.172,0,670.0,3.08774,-3.08774,0,6.063,0.53134,-0.53134,0,3111.57,2080.0,11.6494,0.007,-0.007,0,795.259,22.001,-22.001,0,6711.9,143.9,-143.9,0,3.94,0.09,-0.09,0,2.12,0.12,-0.12,0
151.627588,3.474358,-58.742,0.097,-0.097,0.0,-69.112,0.079,-0.079,0.0,4.1793325,4.5e-05,-4.5e-05,0,3.012,0.692,-0.692,0,102.0,8.99019,-8.99019,0,1.20236,0.0978685,-0.0978685,0,697.716,1431.0,7.4829,0.006,-0.006,0,71.8401,0.29395,-0.29395,0,6387.1,114.4,-114.4,0,4.27,0.08,-0.08,0,1.37,0.06,-0.06,0
70.54858,54.292058,2.972,0.067,-0.067,0.0,-2.506,0.055,-0.055,0.0,0.6565741,2e-06,-2e-06,0,1.908,0.23,-0.23,0,423.0,24.5127,-24.5127,0,5.01154,0.7174066,-0.7174066,0,4719.59,2309.0,9.9021,0.006,-0.006,0,299.399,4.3855,-4.3855,0,5235.5,16.3,-16.3,0,4.33,0.08456055000000001,-0.08456055000000001,0,2.68,0.06,-0.06,0
281.576196,50.492466,-61.841,0.049,-0.049,0.0,26.834,0.045,-0.045,0.0,60.06632,7.73e-05,-7.73e-05,0,2.409,0.661,-0.661,0,990.0,1334.08,-1334.08,0,7.64759,2.31535,-2.31535,0,42.0912,709.0,9.00772,0.006,-0.006,0,126.279,0.395,-0.395,0,5660.0,124.128,-124.128,0,4.10485,0.0742244,-0.0742244,0,1.47,0.07,-0.07,0
5.246066,12.324003,21.893,0.43,-0.43,0.0,31.344,0.112,-0.112,0.0,8.8346147,4.62e-05,-4.62e-05,0,3.0143987,0.497014,-0.497014,0,646.0966072,48.642242,-48.642242,0,2.5385619,1.2561876,-1.2561876,0,144.6819536,884.5519427,9.59055,0.006,-0.006,0,117.411,1.8135,-1.8135,0,5991.0,128.907,-128.907,0,4.50886,0.0797627,-0.0797627,0,0.968041,0.0469849,-0.0469849,0
115.93171,-1.073333,22.011,0.076,-0.076,0.0,-25.335,0.047,-0.047,0.0,5.4566563,1.66e-05,-1.66e-05,0,3.783,0.263,-0.263,0,4160.0,1.24686,-1.24686,0,10.9408,0.652522,-0.652522,0,381.078,1230.0,10.9657,0.006,-0.006,0,373.675,5.8625,-5.8625,0,5674.8,171.9,-171.9,0,4.04,0.01,-0.01,0,1.72,0.1,-0.1,0
266.628908,-43.374494,-14.791,0.072,-0.072,0.0,-20.373,0.06,-0.06,0.0,5.5846356,0.0036282,-0.0036282,0,5.066,0.511,-0.511,0,2220.0,3.42511,-3.42511,0,9.33343,0.619178,-0.619178,0,624.784,1392.0,10.8235,0.006,-0.006,0,368.89,5.7405,-5.7405,0,5698.0,127.6,-127.6,0,3.84,0.08,-0.08,0,1.99,0.1,-0.1,0
94.432577,54.381306,11.45,0.061,-0.061,0.0,-11.436,0.065,-0.065,0.0,3.0923729,0.0003416,-0.0003416,0,3.061,0.492,-0.492,0,7200.0,10.3167,-10.3167,0,15.1739,1.07166,-1.07166,0,1605.66,1763.0,11.3321,0.007,-0.007,0,516.643,13.352,-13.352,0,6510.2,150.8,-150.8,0,4.07,0.1,-0.1,0,1.76,0.1,-0.1,0
207.680537,-77.302536,-1.571,0.051,-0.051,0.0,-3.469,0.049,-0.049,0.0,1.8823821,2.1e-06,-2.1e-06,0,3.1478726,0.0463802,-0.0463802,0,21038.6119972,370.02493,-370.02493,0,10.544,0.7174066,-0.7174066,0,1667.0093536,1629.6872159,11.528,0.078,-0.078,0,365.00800000000004,4.30475,-4.30475,0,5800.55,129.4,-129.4,0,4.33,0.08456055000000001,-0.08456055000000001,0,1.23434,0.06,-0.06,0
229.740751,-28.410491,-5.202,2.143,-2.143,0.0,-0.706,2.143,-2.143,0.0,3.9628496,1.5e-05,-1.5e-05,0,2.844,0.2,-0.2,0,4480.0,2.5935,-2.5935,0,9.64171,0.7174066,-0.7174066,0,589.616,1183.01373235,11.9118,0.006,-0.006,0,488.081,4.30475,-4.30475,0,5449.0,459.6,-459.6,0,4.24,2.01,-2.01,0,1.43,0.06,-0.06,0
175.550536,26.703067,895.047,0.128,-0.128,0.0,-814.031,0.123,-0.123,0.0,2.6438856,3.16e-05,-3.16e-05,0,0.9689289,0.0148794,-0.0148794,0,6404.7051471,64.446434,-64.446434,0,3.812114,0.1189198,-0.1189198,0,29.4322068,594.0533593,8.40346,0.007,-0.007,0,9.75321,0.00897,-0.00897,0,3456.0,157.0,-157.0,0,4.8,0.08456055000000001,-0.08456055000000001,0,0.425432,0.0125187,-0.0125187,0
96.066232,-28.1347,-0.677,0.036,-0.036,0.0,-5.072,0.042,-0.042,0.0,1.6318282,9.2e-06,-9.2e-06,0,1.2668494,0.2354332,-0.2354332,0,14067.4193794,1400.469,-1400.469,0,11.5558043,1.9382849,-1.9382849,0,806.9778488,1359.3620865,14.8067,0.007,-0.007,0,939.127,22.5235,-22.5235,0,5084.0,181.0,-181.0,0,4.48093,2.00353,-2.00353,0,0.942522,0.06,-0.06,0
136.653301,-50.48045,-13.033,0.248,-0.248,0.0,7.838,0.235,-0.235,0.0,2.3018922,1.1e-05,-1.1e-05,0,3.706,0.309,-0.309,0,1260.0,0.699752,-0.699752,0,12.146,1.39235,-1.39235,0,4411.81,2270.0,11.1673,0.032,-0.032,0,743.085,85.498,-85.498,0,6919.0,258.9,-258.9,0,3.54,0.11,-0.11,0,3.45,0.39,-0.39,0
334.434433,62.465008,4.431,0.042,-0.042,0.0,0.9,0.039,-0.039,0.0,0.77871,1e-05,-1e-05,0,1.458,0.192,-0.192,0,670.0,0.957405,-0.957405,0,6.16036,0.315609,-0.315609,0,10057.7,2789.0,10.9141,0.041,-0.041,0,609.996,8.9055,-8.9055,0,7751.0,349.7,-349.7,0,4.0,0.09,-0.09,0,2.25,0.07,-0.07,0
184.351375,29.633535,11.169,0.079,-0.079,0.0,-17.829,0.077,-0.077,0.0,0.8377576,2.6e-06,-2.6e-06,0,1.074,0.19,-0.19,0,1410.0,3.70762,-3.70762,0,6.706,0.502356,-0.502356,0,2114.06,1889.0,11.3616,0.008,-0.008,0,482.566,11.1335,-11.1335,0,6322.5,140.8,-140.8,0,4.13,0.09,-0.09,0,1.6,0.09,-0.09,0
